key,translation,locale
quote_request_page.quote_request.breadcrumb.attention,Achtung,fr_FR
quote_request_page.quote_request.multiple_delivery_address,Multiple delivery addresses.,en_US
quote_request_page.quote_request.multiple_delivery_address,Mehrere Lieferadressen.,fr_FR
quote_request_page.quote_request.multiple_shipment_method,Multiple shipment methods.,en_US
quote_request_page.quote_request.multiple_shipment_method,Mehrere Versandarten.,fr_FR
quote_request_page.quote_request.empty_page,Your Quote is empty!,en_US
quote_request_page.quote_request.empty_page,Ihre Angebotsanfrage ist unvollständig!,fr_FR
quote_request_page.quote_request.empty_delivery_address,No delivery address added.,en_US
quote_request_page.quote_request.empty_delivery_address,Keine Lieferadresse hinzugefügt.,fr_FR
quote_request_page.quote_request.empty_address,No address added.,en_US
quote_request_page.quote_request.empty_address,Keine Adresse hinzugefügt.,fr_FR
quote_request_page.quote_request.empty_shipment_method,No shipment method added.,en_US
quote_request_page.quote_request.empty_shipment_method,Keine Versandart hinzugefügt.,fr_FR
quote_request_page.quote_request.cta_add_address,Add address,en_US
quote_request_page.quote_request.cta_add_address,Adresse hinzufügen,fr_FR
quote_request_page.quote_request.cta_edit_address,Edit address,en_US
quote_request_page.quote_request.cta_edit_address,Adresse bearbeiten,fr_FR
quote_request_page.quote_request.cta_add_shipment_method,Add shipment method,en_US
quote_request_page.quote_request.cta_add_shipment_method,Versandart hinzufügen,fr_FR
quote_request_page.quote_request.cta_edit_shipment_method,Edit shipment method,en_US
quote_request_page.quote_request.cta_edit_shipment_method,Versandart bearbeiten,fr_FR
quote_request_page.quote_request.item,%count% item(s),en_US
quote_request_page.quote_request.item,%count% artikel,fr_FR
quote_request_page.quote_request.shipments,Shipments,en_US
quote_request_page.quote_request.shipments,Versand,fr_FR
checkout.step.summary.shipment_costs_total,"Shipment total",en_US
checkout.step.summary.shipment_costs_total,"Versand insgesamt",fr_FR
maintenance.search.gui_is_not_set_up,To be able to inspect the search data please install the GUI module suitable for your search provider (e.g. spryker/search-elasticsearch-gui for Elasticsearch).,en_US
maintenance.search.gui_is_not_set_up,Um die Suchdaten einsehen zu können installieren Sie bitte das für Ihren Search Provider vorgesehenes GUI-Modul (z.B. spryker/search-elasticsearch-gui für Elasticsearch).,fr_FR
customer.order.number_of_items,No. of Items,en_US
customer.order.number_of_items,Anzahl der Artikel,fr_FR
customer.order.reference,Reference,en_US
customer.order.reference,Referenz,fr_FR
customer.order.email,Email,en_US
customer.order.email,E-Mail-Adresse,fr_FR
customer.order.company_user,Company User,en_US
customer.order.company_user,Firmenbenutzer,fr_FR
customer.order_history.search_type.all,All,en_US
customer.order_history.search_type.all,Alle,fr_FR
customer.order_history.search_type.orderReference,Order Reference,en_US
customer.order_history.search_type.orderReference,Bestellnummer,fr_FR
customer.order_history.search_type.itemName,Product Name,en_US
customer.order_history.search_type.itemName,Produktname,fr_FR
customer.order_history.search_type.itemSku,Product SKU,en_US
customer.order_history.search_type.itemSku,Produkt-SKU,fr_FR
customer.order_history.search,Search,en_US
customer.order_history.search,Suchen,fr_FR
customer.order_history.date_from,From,en_US
customer.order_history.date_from,Von,fr_FR
customer.order_history.date_to,To,en_US
customer.order_history.date_to,Bis,fr_FR
customer.order_history.apply,Apply,en_US
customer.order_history.apply,Anwenden,fr_FR
customer.order_history.is_order_items_visible,Show products in search results,en_US
customer.order_history.is_order_items_visible,Produkte in Suchergebnissen anzeigen,fr_FR
customer.order_history.active_filters,Active Filters:,en_US
customer.order_history.active_filters,Aktive Filter:,fr_FR
customer.order_history.reset_all,Reset All,en_US
customer.order_history.reset_all,Alles zurücksetzen,fr_FR
company_page.label.business_unit,Business Unit,en_US
company_page.label.business_unit,Geschäftsbereich,fr_FR
company_page.choice.my_orders,My Orders,en_US
company_page.choice.my_orders,Meine Bestellungen,fr_FR
company_page.choice.company_orders,Company Orders,en_US
company_page.choice.company_orders,Firmenbestellungen,fr_FR
permission.name.SeeCompanyOrdersPermissionPlugin,View Company orders,en_US
permission.name.SeeCompanyOrdersPermissionPlugin,Firmenbestellungen anzeigen,fr_FR
permission.name.SeeBusinessUnitOrdersPermissionPlugin,View Business Unit orders,en_US
permission.name.SeeBusinessUnitOrdersPermissionPlugin,Bestellungen von Geschäftsbereichen anzeigen,fr_FR
customer.account.button.search_filters,Search & Filters,en_US
customer.account.button.search_filters,Suche und Filter,fr_FR
return.return_reasons.damaged.name,Damaged,en_US
return.return_reasons.damaged.name,Beschädigt,fr_FR
return.return_reasons.wrong-item.name,Wrong Item,en_US
return.return_reasons.wrong-item.name,Falscher Artikel,fr_FR
return.return_reasons.no_longer_needed.name,No longer needed,en_US
return.return_reasons.no_longer_needed.name,Nicht mehr benötigt,fr_FR
return.return_policy.returnable_till.message,Returnable till: %date%,en_US
return.return_policy.returnable_till.message,Man kann retournieren bis: %date%,fr_FR
return_page.default_title,Returns,en_US
return_page.default_title,Retouren,fr_FR
return_page.title,Create Return,en_US
return_page.title,Retoure Anlegen,fr_FR
return_page.return_reasons.select_reason.placeholder,Select reason,en_US
return_page.return_reasons.select_reason.placeholder,Grund auswählen,fr_FR
return_page.return_reasons.custom_reason.placeholder,Custom reason,en_US
return_page.return_reasons.custom_reason.placeholder,Benutzerdefinierter Grund,fr_FR
return.return_policy.returnable_till.message,Returnable till: %date%,en_US
return.return_policy.returnable_till.message,Retournierbar bis: %date%,fr_FR
cart_page.error_message.unexpected_error,Unexpected error occurred.,en_US
cart_page.error_message.unexpected_error,Ein unerwarteter Fehler aufgetreten.,fr_FR
order_invoice.invoice_template.table.number,Pos.,en_US
order_invoice.invoice_template.table.number,Pos.,fr_FR
order_invoice.invoice_template.table.quantity,Quantity,en_US
order_invoice.invoice_template.table.quantity,Menge,fr_FR
order_invoice.invoice_template.table.name,Item,en_US
order_invoice.invoice_template.table.name,Artikelbezeihnung,fr_FR
order_invoice.invoice_template.table.tax,Tax rate,en_US
order_invoice.invoice_template.table.tax,Steuersatz,fr_FR
order_invoice.invoice_template.table.price,Price,en_US
order_invoice.invoice_template.table.price,Preis,fr_FR
order_invoice.invoice_template.table.subtotal,Subtotal,en_US
order_invoice.invoice_template.table.subtotal,Zwischensumme,fr_FR
order_invoice.invoice_template.table.discount,Discount,en_US
order_invoice.invoice_template.table.discount,Rabatt,fr_FR
order_invoice.invoice_template.table.tax.included,this includes %tax_rate%% VAT net,en_US
order_invoice.invoice_template.table.tax.included,darin enthalten %tax_rate%% MwSt. Netto,fr_FR
order_invoice.invoice_template.table.tax.name,VAT,en_US
order_invoice.invoice_template.table.tax.name,MwSt.,fr_FR
order_invoice.invoice_template.table.grandtotal,Grand total,en_US
order_invoice.invoice_template.table.grandtotal,Summe,fr_FR
order_invoice.invoice_template.reference,Invoice number:,en_US
order_invoice.invoice_template.reference,Rechnungsnummer:,fr_FR
order_invoice.invoice_template.introduction,We hereby charge you for the following goods:,en_US
order_invoice.invoice_template.introduction,Hiermit berechnen wir Ihnen folgende Ware:,fr_FR
order_invoice.invoice_template.company.name,Spryker Systems GmbH Berlin,en_US
order_invoice.invoice_template.company.name,Spryker Systems GmbH Berlin,fr_FR
order_invoice.invoice_template.company.address,Julie-Wolfthorn-Straße 1<br>10115 Berlin <br> Germany,en_US
order_invoice.invoice_template.company.address,Julie-Wolfthorn-Straße 1<br>10115 Berlin <br> Germany,fr_FR
order_invoice.invoice_template.company.group,Unternehmensgruppe Spryker Systems GmbH	,en_US
order_invoice.invoice_template.company.group,Spryker Systems GmbH Group,fr_FR
order_invoice.invoice_template.merchant.name,Spryker Systems GmbH Berlin,en_US
order_invoice.invoice_template.merchant.name,Spryker Systems GmbH Berlin,fr_FR
order_invoice.invoice_template.merchant.address,Julie-Wolfthorn-Straße 1 + 10115 Berlin,en_US
order_invoice.invoice_template.merchant.address,Julie-Wolfthorn-Straße 1 + 10115 Berlin,fr_FR
order_invoice.invoice_template.table.total.net,Total net,en_US
order_invoice.invoice_template.table.total.net,Gesamt Netto,fr_FR
return_page.list.title,Returns,en_US
return_page.list.title,Retouren,fr_FR
return_page.account.no_return,No returns at the moment,en_US
return_page.account.no_return,Momentan gibt es keine Retouren,fr_FR
return_page.return.return_ref,Return Reference,en_US
return_page.return.return_ref,Retourennummer,fr_FR
return_page.return.order_ref,Order Reference,en_US
return_page.return.order_ref,Bestellnummer,fr_FR
return_page.return.number_of_items,No. of Items,en_US
return_page.return.number_of_items,Anzahl der Artikel,fr_FR
return_page.return.date,Return Date,en_US
return_page.return.date,Retouredatum,fr_FR
return_page.return.items_state,Items State,en_US
return_page.return.items_state,Stand der Artikel,fr_FR
return_page.return.view_return,View Return,en_US
return_page.return.view_return,Retoure ansehen,fr_FR
return_page.return.print_return,Print Slip,en_US
return_page.return.print_return,Beleg ausdrücken,fr_FR
return_page.breadcrumb.returns,Returns,en_US
return_page.breadcrumb.returns,Retouren,fr_FR
return_page.breadcrumb.create_return,Create Return,en_US
return_page.breadcrumb.create_return,Retoure anlegen,fr_FR
return_page.details.page_title,Return Details,en_US
return_page.details.page_title,Retourendetails,fr_FR
return_page.details.actions.back_to_list,Back to List,en_US
return_page.details.actions.back_to_list,Zurück zur Liste,fr_FR
return_page.details.actions.print_slip,Print Slip,en_US
return_page.details.actions.print_slip,Beleg ausdrücken,fr_FR
return_page.details.total.items_to_return,Items to return,en_US
return_page.details.total.items_to_return,Die zu retournierenden Artikel,fr_FR
return_page.details.total.items_to_return.count,items,en_US
return_page.details.total.items_to_return.count,Artikel,fr_FR
return_page.details.total.remuneration_total,Remuneration Total,en_US
return_page.details.total.remuneration_total,Rückerstattungsbetrag,fr_FR
return_page.item.options,Product options:,en_US
return_page.item.options,Produktoptionen:,fr_FR
return_page.table.actions,Actions,en_US
return_page.table.actions,Aktionen,fr_FR
return_page.button.return_list,Returns,en_US
return_page.button.return_list,Retouren,fr_FR
return_page.return_reasons.title,Reason:,en_US
return_page.return_reasons.title,Grund:,fr_FR
return_page.return_reasons.empty,—,en_US
return_page.return_reasons.empty,—,fr_FR
return_page.return.created,Return created successfully,en_US
return_page.return.created,Retoure wurde erfolgreich angelegt,fr_FR
return_page.return.title,Create Return,en_US
return_page.return.title,Retoure Anlegen,fr_FR
return_page.order_reference,Order ref:,en_US
return_page.order_reference,Bestellnummer:,fr_FR
return_page.order_date,Order date:,en_US
return_page.order_date,Bestellungsdatum:,fr_FR
return_page.return_reference,Return ref:,en_US
return_page.return_reference,Retourennummer:,fr_FR
return_page.return_date,Return date:,en_US
return_page.return_date,Retouredatum:,fr_FR
return_page.button_text,Create Return,en_US
return_page.button_text,Retoure anlegen,fr_FR
return_page.item_sku,SKU:,en_US
return_page.item_sku,SKU:,fr_FR
return_page.quantity,Quantity:,en_US
return_page.quantity,Anzahl:,fr_FR
return_page.returnable_state,Non-returnable,en_US
return_page.returnable_state,Kann nicht retourniert werden,fr_FR
return_page.create_return.validation.selected_items,At least one product should be selected.,en_US
return_page.create_return.validation.selected_items,Mindestens ein Produkt sollte ausgewählt werden.,fr_FR
return_page.button.create_return,Return,en_US
return_page.button.create_return,Retoure anlegen,fr_FR
return_page.slip.return_reference,Return Ref,en_US
return_page.slip.return_reference,Retourennummer,fr_FR
return_page.slip.return_date,Return Date,en_US
return_page.slip.return_date,Retouredatum,fr_FR
return_page.slip.order_reference,Order Ref,en_US
return_page.slip.order_reference,Bestellnummer,fr_FR
return_page.slip.barcode,Barcode,en_US
return_page.slip.barcode,Barcode,fr_FR
return_page.slip.product_sku,Product SKU,en_US
return_page.slip.product_sku,Produkt-SKU,fr_FR
return_page.slip.product_name,Product Name,en_US
return_page.slip.product_name,Produktname,fr_FR
return_page.slip.default_price,Default Price,en_US
return_page.slip.default_price,Standardpreis,fr_FR
return_page.slip.quantity,Qty,en_US
return_page.slip.quantity,Anzahl,fr_FR
return_page.slip.total_price,Total Price,en_US
return_page.slip.total_price,Gesamtpreis,fr_FR
return_page.slip.return_reason,Return Reason,en_US
return_page.slip.return_reason,Retourengrund,fr_FR
return_page.slip.items_to_return,Items to Return,en_US
